name,address,city,state,zipcode,phone,hours,email,website,store_front,age_range,deliver,lat,lng,county
Indicare Collective,5847 Auburn Blvd,Sacramento,CA,95841,9163323358,Mon - Sat 11-8 Sun 12-5,Indicarecollective@att.net,,Yes,,,38.672686,-121.329574,Sacramento
Horizon,3600 Power Inn Rd,Sacramento,CA,95826,9164551931,10-9 m/s 12-7 S,,,,Yes,,38.5417145,-121.4095414,Sacramento
California Harm Reduction Cooperative Incorporated CHRC,2700 Hegan Ln,Chico,CA,95928,5303456303,Mon-Sat 9am -7pm Sun 9am - 3pm,chrcinc@live.com,,,,,39.703331,-121.8180381,Butte
Magnolia Wellness -- Best in the foothills,"9198 Greenback Ln., Suite 204  (Enter on Chestnut)",Orangevale,CA,95662,9168657351,10 AM - 8 PM everyday,magnoliawellness@live.com,http://magnoliawellness.org/,Yes,Yes,Yes,38.6785145,-121.2257818,Sacramento
R & R Wellness,8701 Center Pkwy,Sacramento,CA,95823,9165853483,11am-7pm,smithunlimited@gmail.com,,,,,38.439619,-121.42284,Sacramento
"BMC  "" FREE GRAM FOR NEW PATIENTS"" PLATINUM SHELF JUST IN!!",300 Norris Rd,Bakersfield,CA,93308,6613761719,11AM 8PM,im420ready@hotmail.com,,Yes,Yes,,35.419719,-119.025939,Kern
AMG Care Collective,10111 Rosedale Hwy,Bakersfield,CA,93312,6616797921,Mon-Fri.10:00am-7:00pm Saturday 10am-6pm,amgcarecollective@yahoo.com,,,,,35.382902,-119.114604,Kern
American Green Farmers - Join Us For HOT AUGUST BAKE NIGHTS on August 28!,4100 Easton Dr,Bakersfield,CA,93309,6618734788,"Mon, Tues, Thurs, Fri, Sat 10am to 8pm, Wednesday 8am-2pm, CLOSED SUNDAY",agfabakersfield@gmail.com,http://www.americangreenfarmers.com,Yes,,,35.370402,-119.049765,Kern
Green Cross Collective Of Kern County,1799 Flower St,Bakersfield,CA,93305,6618690211,M-S:10:00am to 9:00pm & Sun: 1:00pm to 6:00pm  Ages: 21+,reynamoreno@greencrosscollective.org,http://www.facebook.com/pages/Bakersfield-CA/Green-Cross-Collective-of-Kern-County/382899974347?v=wall&ref=ts,Yes,,,35.381814,-118.972371,Kern
Bakersfield Alternative Medicine Co-Op,2125 Edison Hwy,Bakersfield,CA,93305,6618734229,"Mon-Sat 12:30pm-8:30pm, Sun 1pm-7pm OPEN HOLIDAYS..check back for Hours  AGE:21+",BakersfieldAM@gmail.com,http://www.myspace.com/BakersfieldAM,Yes,,,35.370926,-118.969543,Kern
Herbal Alternative Therapy,1317 S H St,Bakersfield,CA,93304,6614124975,OPEN 10AM-9PM 7 Days a Week,rxinfo@hatbakersfield.com,http://www.hatbakersfield.com,Yes,,Yes,35.341415,-119.021558,Kern
"Kern County Medicinal Collective, Inc. (K.C.M.C.)",3600 Pegasus Dr,Bakersfield,CA,93308,6613918888,11 A.M. - 7 P.M.,kerncountymedicinalcollective@gmail.com,,,,,35.4375211,-119.0701228,Kern
Tulare Alternative Relief,219 N M St,Tulare,CA,93274,5996882001,M-F 10-6,,,,,,36.210136,-119.344356,Tulare
Green Earth Remedies Co Op Inc.,2421 Haley St,Bakersfield,CA,93305,6618726420,Monday - Saturday 11:00AM - 7:00PM Closed Sunday,Contact@greenearthremedies.com,,,,,35.3929789,-118.975871,Kern
Nature's Medicinal,323 Roberts Ln,Bakersfield,CA,93308,6613929353,daily 11-9,,,,,,35.408327,-119.027541,Kern
Bakersfield medical marijuana,1928 N Chester Ave,Bakersfield,CA,93308,6613998551,monday - saturday 10 am - 7 pm,bccpcollective@gmail.com,,Yes,,,35.4241839,-119.020579,Kern
FOR THE PEOPLE,509 Ming Ave,Bakersfield,CA,93307,6618340420,,,,Yes,Yes,,35.339081,-119.007945,Kern
Sweet Relief Compassionate Center,1340 Roberts Ln,Bakersfield,CA,93308,6613994200,M-F 9-9  Sa 10-6  Su 12-6,,,,,,35.410601,-119.045969,Kern
American Caregivers Collective,3615 Gilmore Ave,Bakersfield,CA,93308,6613241353,daily  10-7,,,,,,35.388835,-119.0478,Kern
anp collective inc,1218 Baker St,Bakersfield,CA,93305,6616339131,MON-THURS 11AM TO 10 PM FRI-SAT 12PM-11PM SUNDAYS 12PM-5PM,,,Yes,Yes,Yes,35.381633,-118.9915,Kern
Green Coast Coop,1810 N Chester Ave,Bakersfield,CA,93308,6613699902,9am-7pm,greencoastcoop@yahoo.com,,Yes,,,35.4226801,-119.0210991,Kern
!EARTHSOURCE!,5585 E Griffith Way,Fresno,CA,93727,5592914367,"M-F 10a.m.-7p.m., SAT & SUN 12p.m.-7p.m.",earthsource420@live.com,,Yes,,,36.7911401,-119.7007734,Fresno
Central Valley Collective,647 W Shaw Ave,Fresno,CA,93704,5594311100,---- Monday to Friday 10:00 am - 7:00 pm ---- ---- Saturday Hours 11 am - 5:00 pm ---- ---- Sunday by appointment ----,info@CentralValleyCollective.com,http://www.CentralValleyCollective.com,Yes,Yes,,36.808158,-119.804745,Fresno
California Herbal Relief Center (CHRC),191 W Shaw Ave,Fresno,CA,93704,5592377171,Mon-Sat 10am-7pm     Sun 12noon-5pm,,,Yes,Yes,,36.80806,-119.794338,Fresno
"Mind, Body and Soul Collective*Worth the Drive*10 Minutes from Ashlan & Hwy 41",3131 E Central Ave,Fresno,CA,93725,5594866010,Mon-Fri11am-7pm Sat 11am-5pm Sun Closed,admin@mbscollective.com,http://mbscollective.com,Yes,Yes,,36.6775963,-119.7351884,Fresno
Holistic Healing Products (HHP) -  $ 30.00 to $ 45.00 1/8th's TOP SHELF ! Purple Skunk- $ 199. an OZ,40422 Hwy 41,Oakhurst,CA,93644,5596834203,Monday - Saturday 11 am - 6pm Closed Sunday  Coming Soon 7 Days a Week !,info@cencalhhp.com,http://www.cencalhhp.com,Yes,Yes,,37.3336156,-119.6490508,Madera
Healing Health Center,3711 S Bagley Ave,Fresno,CA,93725,5594864325,monday-friday 11:00am to 7:00pm Saturday 11pm to 5 pm,healinghealthcenter@yahoo.com,http://www.healinghealthcenter.com,Yes,Yes,,36.67857,-119.740331,Fresno
THERAPEUTIC HEALING CENTER Oakhurst,40713 Hwy 41,Oakhurst,CA,93644,5596762783,10-8 DAILY,THCENTER420@GMAIL.COM,,Yes,Yes,,37.3389176,-119.6442122,Madera
BATBUDS.COM - Fresno Area Delivery,,Fresno,CA,93710,5594087413,Call For Hours!,,,,,Yes,36.8179331,-119.7599761,Fresno
Buds4Life,3705 N Clovis Ave,Fresno,CA,93727,5592941389,M-F 10-8 SAT 10-6 SUN 11-4,mark@buds4life.com,,Yes,Yes,Yes,36.784801,-119.700765,Fresno
Garden Ablaze Cooperative,4135 Clovis Ave.,Fresno,CA,93727,5598401554,,,,Yes,,,36.785128,-119.7004053,Fresno
American Caregiver Facility,15492 Mineral King Suite 3,Visalia,CA,93292,5596350420,M-F 9am-7pm Sat 10am-6pm Sunday 9am-1pm,,,,,,36.3271893,-119.2337986,Tulare
CCIC Visalia/Goshen  co op,6500 Betty Dr,Goshen,CA,93291,5596514090,Tues-sat 10 am-6 pm,,,,,,36.350667,-119.428086,Tulare
California Naturopathic Agricultural Association #2,298 Barnard Ave,San Jose,CA,95125,4082887990,10:00am to 6:30pm M-SAT. SUN 11am to 3pm,cnaa2@att.net,,,,,37.3062729,-121.8760577,Santa Clara
Sierra Natural Healing Collective,5030 W Shaw Ave,Fresno,CA,93722,5593545934,12pm - 7pm,irie.mike@gmail.com,,,,,36.8085049,-119.881503,Fresno
Herbal Solutions an American Collective,285 W Shaw Ave,Fresno,CA,93704,5592221700,,herbalsolutions@comcast.net,,,,,36.808186,-119.796674,Fresno
Natures Best Secret Garden,3795 N Clovis Ave,Fresno,CA,93727,5593461926,Monday - Thursday 11-9 Friday - Saturday 11-10 Sunday 3-9,secretgardencollective@ymail.com,,Yes,,,36.786431,-119.70106,Fresno
The Purple Paradise,42833 Road 80,Dinuba,CA,93618,5595951553,M-Sa.  10am-6pm,thepurpleparadise@live.com,,Yes,,,36.5685984,-119.3951667,Tulare
Foothill Growers Association,31910 Road 160,Visalia,CA,93292,5596276623,Mon-Sat 10am-5pm,,,,,,36.369402,-119.215089,Tulare
Green Valley Farmers Collective,3795 N Clovis Ave,Fresno,CA,93727,5592919000,10am – 8pm 7 Days a week,,,Yes,,,36.786431,-119.70106,Fresno
TAHC:Tulare Alternative Health Care,260 N L St,Tulare,CA,93274,5596884420,"M-F 11am-7:45pm, Sat.11am-6pm, closed sun",,,,,,36.2107249,-119.34518,Tulare
Galt Health and Wellness Center,520 N Lincoln Way,Galt,CA,95632,2097441000,Monday - Saturday 10:00 - 7:00,,,Yes,,,38.2651411,-121.3013104,Sacramento
Buds4Life - North,16906 N Friant Rd,Friant,CA,93626,5598224900,Mon.-Thu. 10-7 Fri. and Sat. 10-8 Sun. 10-5,evergreenhealthcenter@gmail.com,,Yes,Yes,,36.9778005,-119.7202998,Fresno
"Heavens Scent Organic Collective, LLC",40320 Oak Park Way,Oakhurst,CA,93644,8774784949,Tuesday - Saturday 10:00am to 6pm Sundays 11:00am to 4:00pm,,,Yes,,,37.3349048,-119.6638474,Madera
The Green Zone,5240 E Jensen Ave,Fresno,CA,93725,,,,,,,,36.707265,-119.716534,Fresno
The Hemp Shop,17110 N Friant Rd,Friant,CA,93626,5598222208,10AM-7PM,,,,,,36.9833604,-119.7158052,Fresno
California Patients Network,2344 W Belmont Ave,Fresno,CA,93728,5594580700,Monday - Saturday 10AM-4PM,cpn420@yahoo.com,,Yes,,,36.750476,-119.838173,Fresno
Harborside Health Center of San Jose,2106 Ringwood Ave,San Jose,CA,95131,4083218424,11am - 8pm,info@harborsidesj.com,http://www.harborsidesanjose.com,Yes,Yes,,37.3967719,-121.8978809,Santa Clara
"San Jose Sanative Sanctuary, cannabis clubs, prop 215, kush, sativa, indica",581 E TAYLOR ST (Taylor & 13th),San Jose,CA,95112,4084183352,"MON-SAT 11AM-8PM,  SUN 12PM-8PM",SANJOSESANATIVESANCTUARY@YAHOO.COM,,Yes,Yes,,37.3550097,-121.8877428,Santa Clara
"South Bay Apothecary Collective, Inc (SBAC)",1907 Concourse Dr,San Jose,CA,95131,4084289827,Open 7 days a week from 11:00AM-7:00PM,support.thesbac@gmail.com,"http://www.thesbac.org , http://www.facebook.com/thesbac , http://www.twitter.com/thesbac",Yes,,,37.397761,-121.896148,Santa Clara
Pharmers Health Center Cooperative - San Jose,7246 Sharon Dr,San Jose,CA,95129,4088994901,Tues - Sat 11-7; Sun 11-5,info@pharmershealth.org,http://pharmershealth.org,Yes,,,37.296721,-122.031162,Santa Clara
"Herb Appeal --Blue Dream, Purple Kush. Granddaddy Kush Banana Kush Sour Diesel Tax included!",450 Drake St,San Jose,CA,95126,4082974372,Closed Monday July 5th for the holiday. Daily Noon-8pm; Sat. 12-7p (closed Sundays),herbappealinfo@gmail.com,http://herbappeal.org,Yes,Yes,,37.32206,-121.900172,Santa Clara
Holistic Health Care (HHCC),88 Tully Rd,San Jose,CA,95111,4084094422,"Tues.-Sat. 10:00-7:00, Sunday 11:00-4:00pm (Closed Monday)",HolisticHealthCare@yahoo.com,http://hhccoop.org,Yes,Yes,,37.3038802,-121.8587597,Santa Clara
SBCPA,334 Commercial St,San Jose,CA,95112,4082796700,Mon.-Fri. 11-8 & Sat. 12-6,sbcpa408@yahoo.com,http://southbaycannamed.org,Yes,Yes,,37.360705,-121.898812,Santa Clara
"Welcome to  ARC!  10+ strains of CLONES!! Edibles! 20+ strains of flowers! Lounge Area, Resources!!",885 W Julian St,San Jose,CA,95126,4085645118,Sun-Wed 11am-8pm; Thur-Sat 11am-9pm,info@archealingcenter.org,http://www.archealingcenter.org,Yes,Yes,,37.333991,-121.907585,Santa Clara
University Avenue Wellness Center,630 University Ave,San Jose,CA,95110,4085645244,M-Sat 12pm-8pm Sun 1-6pm,universityavewellnessctr@yahoo.com,http://www.universityavewellness.com,Yes,,,37.3441647,-121.9156208,Santa Clara
La Vie MMX,2081 Bering Dr,San Jose,CA,95131,4085737123,10-9 pm Seven Days A Week!,,,,Yes,,37.376818,-121.917943,Santa Clara
Elemental Wellness,711 Charcot Ave,San Jose,CA,95131,4084333344,7 days 11am-8pm,info@elementalwellnesscenter.com,http://www.elementalwellnesscenter.com/,Yes,Yes,,37.386328,-121.908859,Santa Clara
TheraLeaf Cooperative ~ FREE GRAM for 1st Time Patients!!,606 Saratoga Ave,San Jose,CA,95117,4082464420,Open Daily :: Sunday - Thursday 11AM - 7PM; Friday - Saturday 11AM - 8PM,theraleafhr@gmail.com,,Yes,,,37.315494,-121.975541,Santa Clara
South Bay Healing Center,991 Saratoga Ave,San Jose,CA,95129,4088994676,Mon-Fri 11am-8pm; Sat 11am-7pm,southbayhealingcenter@gmail.com,,,,,37.3089062,-121.977819,Santa Clara
408 CC,2730 Aiello Dr,San Jose,CA,95111,4082292373,11-7pm Tues-Sun,the408cc@gmail.com,http://the408cc.com/,Yes,Yes,,37.295104,-121.84841,Santa Clara
"South Bay CRC  (Compassionate Relief Collective), South San Jose",90 Great Oaks Blvd,San Jose,CA,95119,4082246000,"11am-7pm M-F, 11am3pm Sat",southbaycrc@hotmail.com,http://www.southbaycrc.org,Yes,,,37.233374,-121.778184,Santa Clara
"MHPC SUPER EXCLUSIVE!!!!! Blue Ape (Grape Ape x Blue Dream), Solar Surfer & Blue Knight!!!!",455 Meridian Ave,San Jose,CA,95126,4082756472,10-7 / Everyday,meridianhpc@gmail.com,http://www.meridianhpc.org,Yes,Yes,,37.319321,-121.914217,Santa Clara
Leaf Lab Cannabis Club in San Jose,855 Commercial St,San Jose,CA,95112,4086345323,"M-Sat, 11am - 7pm",info@theleaflab.com,http://www.theLeafLab.com,Yes,Yes,,37.3668681,-121.8898013,Santa Clara
Purple Lotus Patient Center,125 N Jackson Ave,San Jose,CA,95116,4082721655,Mon-Sat 10-8 Sun 12-6,info@plpcsanjose.com,http://www.plpcsanjose.com,Yes,,,37.360842,-121.847135,Santa Clara
Medical Marijuana Delivery in the Bay area,,San Jose,CA,95126,8009215012,M-Sat 10-9 Sun 12-6,,http://www.theunioncollective.org,,Yes,Yes,37.3025922,-121.9219465,Santa Clara
Fortune Wellness Center,2231 #A Fortune Dr. (Fortune Circle Business Park),San Jose,CA,95131,4084321776,mon/fri 10-8 sat/sun 11-7,info@fortunewellness.org,http://www.fortunewellness.org,Yes,,,37.3902956,-121.8961047,Santa Clara
Bay Pacific Care,1851 Little Orchard St,San Jose,CA,95125,4082971696,Mon-Sat 11a-7pm,beth@baypacificcare.org,http://www.baypacificcare.org,Yes,Yes,,37.304835,-121.872011,Santa Clara
"MedMar Healing Center: Special Week Long sale, Snow Cap $45 8th (July17-24)",170 S Autumn St,San Jose,CA,95110,4083859600,10:30am - 8pm,medmarhealingcenter@gmail.com,http://sjmedmar.com,Yes,Yes,,37.327433,-121.900034,Santa Clara
The PineApple Express,,San Jose,CA,95148,4088991519,9am-9pm Daily,info@thepineappleexpress.org,http://www.ThePineappleExpress.Org,,,Yes,37.3315827,-121.7708337,Santa Clara
CINNABAR Health Collective,910 Cinnabar St,San Jose,CA,95126,4082950420,"Tuesday-Saturday, 11-7",info@cinnabarhealth.com,http://www.cinnabarhealth.com,Yes,,,37.3343696,-121.909383,Santa Clara
MedEx Collective + Deliveries,2000 Senter Rd,San Jose,CA,95112,4089306339,Mon-Sun 10am to 8pm,medexcd@gmail.com,http://www.medexdeliveries.com/,Yes,Yes,"MedEx Collective+Deliveries                        
                        Yes",37.3125735,-121.8522493,Santa Clara
Nirvana Wellness Center,1855 O'Toole Ave,San Jose,CA,95131,4089549888,11-7 Sun-Thurs 11-8 Fri-Sat,nirvana.wellness21@gmail.com,http://www.nirvanawellnesscenter.org,Yes,Yes,Yes,37.3847926,-121.9057336,Santa Clara
CNAA 2 (SE HABLA ESPANOL),2175 Stone Ave,San Jose,CA,95125,4082887990,Daily 10AM to 8PM,cnaa2@att.net,http://www.cnaa2.com,,,,37.298778,-121.870539,Santa Clara
Purple elephant cooperative,642 E Santa Clara St,San Jose,CA,95112,4082758089,Everyday 11-9,,,Yes,,,37.3424879,-121.8772273,Santa Clara
New Age Healing Collective,914 S Bascom Ave,San Jose,CA,95128,4082982788,Mon-Sat 11a-7p,NAHCollective@yahoo.com,,,,,37.3100554,-121.9316646,Santa Clara
Natural Herbal Pain Relief,519 Parrott St,San Jose,CA,95112,4082839333,M-F: 11am-7pm Sat: 11am-6pm Sun: 11am-5pm,nhpainrelief@gmail.com,,Yes,,Yes,37.3076999,-121.8515082,Santa Clara
San Jose Patients Group (SJPG),824 The Alameda,San Jose,CA,95126,4082955411,Mon - Sat 11AM-8PM,info@sanjosepatientsgroup.org,,Yes,Yes,,37.3316953,-121.9060737,Santa Clara
420 Great 420,1711 Hamilton Ave,San Jose,CA,95125,4082644200,9AM to 8PM,gary@svcare.com,http://www.svcare.com,,,,37.295131,-121.916154,Santa Clara
Eko Fresh,6140 Camino Verde Dr,San Jose,CA,95119,4082264372,11am - 8pm,,,Yes,,,37.2356539,-121.800593,Santa Clara
Buddy's Cannabis Patient Collective,1283 Old Mountain View Alviso Road,Santa Clara,CA,95054,6503183437,"Mon-Sat 11AM-8PM, Sun 12PM-5PM",,,Yes,,,37.4106692,-121.9822724,Santa Clara
Medileaf San Jose Collective,1340 Meridian Ave,San Jose,CA,95125,4084484798,11:00am to 7:00pm,gary@medileaf.net,http://www.medileaf.net,Yes,,Yes,37.301358,-121.913161,Santa Clara
SCN (Santa Cruz Naturally),93 N 14th St,San Jose,CA,95112,4084163398,11am - 7pm Sunday Closed,info@sanjosemedicalcannabis.com,,Yes,,,37.34369,-121.878409,Santa Clara
Marijuana Medicine Evaluation Center,100 N Winchester Blvd,Santa Clara,CA,95050,8002684420,,,http://marijuanamedicine.com/,,,,37.328671,-121.95116,Santa Clara
Cal-Med Wellness Collective,1926 O'Toole Ave,San Jose,CA,95131,8003917393,Tues-Sun 11am-8pm,rs@calmedwellness.com,,,,,37.385935,-121.9058005,Santa Clara
SJCBC LLC - (San Jose Cannabis Buyers Collective),1082 Stockton Ave,San Jose,CA,95110,4082470400,"11-7 Mon-Fri, 11-6 Sat",info@sjcbc.org,,,,,37.348135,-121.921167,Santa Clara
Blue Harvest,1660 Alum Rock Ave,San Jose,CA,95116,4082519600,Mon-Sat 11am to 7pm,info@myblueharvest.com,http://myblueharvest.com,Yes,,,37.3520578,-121.8569646,Santa Clara
Farmersdirect420.com,,San Luis Obispo,CA,93401,8055434768,,,,,,Yes,35.2827524,-120.6596156,San Luis Obispo
Ethnobotanica A.K.A. The Pot Deli,,San Luis Obispo,CA,93401,8777683354,10am to 10pm,Ethnobotanica@live.com,http://PotDeli.org,,Yes,Yes,35.2827524,-120.6596156,San Luis Obispo
Ethnobotanica / The Pot Deli,,Monterey,CA,93940,8777683354,12am to 8pm,Ethnobotanica@live.com,http://PotDeli.org,,Yes,Yes,36.6002378,-121.8946761,Monterey
Organic Herbal Solutions Weekly Specials CALL 1-877-OHS-4-420,,Brentwood,CA,94513,8776474420,10am-10pm BY APPT.,info@organicherbalsolutions.com,http://www.organicherbalsolutions.com,,,Yes,37.931868,-121.6957863,Contra Costa
"Mr. Purple Skunk Modesto - Stockton, Central Valley Delivery Service Stanilaus/San Joaquin",,Modesto,CA,95356,2099228845,9am-9pm,,http://WWW.THEPSMCLUB.COM,,,"Mr. Purple Skunk Delivery                         
                        Yes",37.7208684,-121.0220422,Stanislaus
Pathways Health Co-Op,20 E Acacia St,Stockton,CA,95202,2094513940,11-8 Mon-Sat,pathwayscoop@gmail.com,,Yes,,,37.962295,-121.293144,San Joaquin
COPA Collective,777 N Pershing Ave,Stockton,CA,95203,2094662225,Monday -Saturday 10AM - 7PM,ruben@copacollective.com,,,,,37.956712,-121.31287,San Joaquin
Quick N Easy Co-Op,311 W Yosemite Ave,Manteca,CA,95336,2099234449,"11-7 Wed-Mon, Closed Tues",,,Yes,,,37.797444,-121.219422,San Joaquin
Marijuana Medicine Evaluation Center,333 N Lantana St,Camarillo,CA,93010,8002684420,,,,,,,34.219468,-119.055276,Ventura
Herbal Wellness Denver 60+ strains Daily 720-299-1919,3870 Federal Blvd,Denver,CO,80211,7202991919,12am-8pm Mon-Fri 12pm-5pm Sat,Herbalwellnessinc@comcast.net,http://www.herbalwellnessinc.org,Yes,Yes,,39.770659,-105.0249,Denver
"""Denver's Best"" $40/CAP on all 1/8th's-TAX INC. 303-297-3435",2257 Curtis St,Denver,CO,80205,3032973435,10AM-9PM 7 DAYS,ALCC7624@yahoo.com,,Yes,,,39.753715,-104.986639,Denver
Elevated Medical-Come Check Out Our 'Private Stock'-Credit Cards-On-Site Security,3660 Downing St,Denver,CO,80205,3035304338,12-8 Seven Days A Week,questions@elevatedmedical.com,http://www.elevatedmedical.com,Yes,Yes,Yes,39.767951,-104.9733019,Denver
The Releaf Center - 1/8ths capped at $50  - 303-458-LEAF,2000 W 32nd Ave,Denver,CO,80211,3034585323,"11-7, 7 days a week",TheReleafCenter@gmail.com,http://www.TheReleafCenter.com,Yes,,,39.761819,-105.01137,Denver
BIOCARE COLLECTIVE,2899 N Speer Blvd,Denver,CO,80211,3034553187,11a-7p,biocarecolorado@gmail.com,http://biocarecolorado.com,Yes,Yes,,39.758203,-105.021133,Denver
Highland Health Denver,2727 Bryant St,Denver,CO,80211,3034550810,9-Oct,highlandhealthdenver@gmail.com,http://highlandhealth.com,Yes,Yes,,39.756606,-105.019453,Denver
DENVER LODO BALLPARK BEST QUALITY LOW PRICE ORGANIC,2119 Larimer St,Denver,CO,80205,3039537059,Noon - 7pm / Closed Sunday,Contact@ballparkdispensary.com,http://legalmarijuanacard.com,Yes,,Yes,39.7541812,-104.9910191,Denver
SunnySide Alternative Medicine,1406 W 38th Ave,Denver,CO,80211,3037206761,tues-sat 11:00am-8:00pm su 10:00am-5:30pm closed monday,sunnysidealtmed@gmail.com,http://www.sunnysidemed.com/,Yes,Yes,Yes,39.7691755,-105.0032681,Denver
Urban Dispensary,2675 W 38th Ave,Denver,CO,80211,7203899179,8-Dec,urbandispensary@yahoo.com,,Yes,,,39.7693754,-105.0202741,Denver
Natural Remedies...Fly First Class...,"1620 Market St., Suite 5W(5th Floor above Sonodas)",Denver,CO,80202,3039530884,"M-F 10-7p, Sat. 10-7, Sunday 12-5p",contact@naturalremediesco.com,http://www.naturalremediesco.com/,Yes,,,39.7541032,-105.0002242,Denver
Timberline Herbal Clinic & Wellness Center Top Shelf Medicine all 1/8's capped at  $51.06,3995 E 50th Ave,Denver,CO,80216,3033220901,Mon-Sat 10 a.m. to 7 p.m.  Sunday 12 p.m. to 4 p.m.,timberlineherbalclinic@live.com,http://thc-denver.com,Yes,,Yes,39.7872855,-104.9406447,Denver
"Altitude Organic Medicine (Downtown, Denver)",1716 Boulder St,Denver,CO,80211,7208556337,11am-8pm Monday - Saturday  Closed Sunday,info@altitudeorganicmedicine.com,http://altitudeorganicmedicine.com,,,,39.7604375,-105.0089529,Denver
Herbal Remedies,3200 W 72nd Ave,Westminster,CO,80030,3034300420,M-F 11-7   Sat 11-5 Sun 11-4:20,info@herbalremediesdenver.com,,Yes,,,39.827292,-105.031979,Adams
24/7 Health Care Centers,3535 Walnut St,Denver,CO,80205,7204798756,,,,,,,39.768341,-104.974904,Denver
High Country Medical Solutions LLC.,5783 Sheridan Blvd,Arvada,CO,80002,3037251629,M-S 11am - 7pm,hcms@79webcreations.com,,Yes,,,39.8013069,-105.0529087,Jefferson
Peace in Medicine Center,2042 Arapahoe St,Denver,CO,80205,7202429308,M-F 11:00 a.m. to 7:00 p.m.,info@peaceinmedicinecenter.com,,,,,39.7521117,-104.989948,Denver
"Grass Roots Health and Wellness, LLC",2832 W 44th Ave,Denver,CO,80211,3033257434,11:00am-8:30pm 7 Days A Week,grh.denver@gmail.com,,Yes,,,39.776237,-105.02291,Denver
Green Door Wellness Center,10781 Washington St,Northglenn,CO,80233,3034955000,10am - 7pm,,,,,,39.8920991,-104.9777664,Adams
